Indicator,Type,Malware Families,Related Actors,Related Reports,Kill Chain
service-b7okr3qc-1300276284.nj.tencentapigw.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
154.16.81.250,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
45.61.136.32,IP Address,Davurl,--,--,Command & Control (C2)
65.109.13.167,IP Address,Padfoot,--,--,Delivery > Command & Control (C2)
135.181.226.134,IP Address,Padfoot,--,--,Delivery > Command & Control (C2)
173.208.240.131,IP Address,AsyncRAT,--,--,Command & Control (C2)
avocat-devaux.com,Domain,Pony,--,--,--
3.137.77.203,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
strekhost2089.con-ip.com,Domain,AsyncRAT,--,--,--
195.123.246.26,IP Address,InstituteX,VERTIGO PANDA,--,Actions on Objectives
195.211.96.99,IP Address,InstituteX,VERTIGO PANDA,--,Actions on Objectives
45.131.179.179,IP Address,InstituteX,VERTIGO PANDA,--,Actions on Objectives
45.83.236.105,IP Address,InstituteX,VERTIGO PANDA,--,Actions on Objectives
103.56.53.120,IP Address,DestoryRAT,--,--,--
176.113.69.91,IP Address,DestoryRAT,--,--,--
meetviberapi.com,Domain,InstituteX,--,--,Actions on Objectives
www.365officemail.com,Domain,InstituteX,VERTIGO PANDA,--,Actions on Objectives
ivibers.com,Domain,InstituteX,--,--,Actions on Objectives
thisistestc2.com,Domain,InstituteX,VERTIGO PANDA,--,Actions on Objectives
iamc2c2.com,Domain,InstituteX,VERTIGO PANDA,--,Actions on Objectives
electrictulsa.com,Domain,InstituteX,VERTIGO PANDA,--,Actions on Objectives
allodsmail.com,Domain,T34Loader,--,--,--
plariumraid.com,Domain,T34Loader,--,--,--
147.45.79.165,IP Address,Rhadamanthys,--,--,Command & Control (C2)
193.233.132.136,IP Address,BitRAT,--,--,Command & Control (C2) > Actions on Objectives
121.36.198.85,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
googlesupport.top,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
5.42.81.51,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
marabashak.ddns.net,Domain,AsyncRAT,--,--,--
107.172.96.114,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
191.96.67.28,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
210.16.120.250,IP Address,NanoCore,--,--,Command & Control (C2)
49.67.116.226,IP Address,Salityv3,SALTY SPIDER,--,--
marzobendecidodios.mysynology.net,Domain,Remcos,--,--,--
94.156.69.121,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
mjo.policy.donnafrey.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
194.147.35.251,IP Address,--,--,--,Command & Control (C2)
gfhgbcx.xyz,Domain,--,--,--,Command & Control (C2)
kaosss.com,Domain,SlashNext:SocialEngineering,--,--,Command & Control (C2)
swuhh3-22324.portmap.host,Domain,njRAT,--,--,--
198.168.253.240,IP Address,AsyncRAT,--,--,Command & Control (C2)
101.201.46.105,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
177.68.69.115,IP Address,DarkComet,--,--,Command & Control (C2)
big-walls.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
rjot.policy.donnafrey.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
pacific-freight.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
microsoftdell1.duckdns.org,Domain,njRAT,--,--,--
zuwy.policy.donnafrey.com,Domain,"FakeBrowserUpdate, FakeBrowserUpdate_Loader",--,--,Delivery
93.123.39.177,IP Address,"AsyncRAT, RedLineStealer",--,--,Command & Control (C2) > Actions on Objectives
46.56.73.5,IP Address,Salityv3,SALTY SPIDER,--,--
lafiro8872-20597.portmap.host,Domain,njRAT,--,--,--
141.98.168.246,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
109.120.184.158,IP Address,njRAT,--,--,Command & Control (C2)
hunterpotter9511-53637.portmap.host,Domain,Remcos,--,--,--
independent-collectibles.gl.at.ply.gg,Domain,njRATLime,--,--,--
theconomist.org,Domain,--,CHARMING KITTEN,--,--
gphgmafd-32594.portmap.host,Domain,njRAT,--,--,--
94.156.69.232,IP Address,--,--,--,--
91.92.243.120,IP Address,--,--,--,--
94.156.71.212,IP Address,--,--,--,--
120.78.4.99,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
service-75oa09db-1317471892.cd.tencentapigw.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
5.161.242.2,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
92.145.127.215,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
109.120.184.220,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
update-2e780c.totallynotc2.net,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
34.220.223.6,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
8.134.89.221,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
post-there.com,Domain,Satacom,--,--,Installation > Command & Control (C2)
1blob.monster,Domain,--,--,--,Delivery
raur94.com,Domain,Satacom,--,--,Installation > Command & Control (C2)
checkass.monster,Domain,--,--,--,Delivery
login.processus.network,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
114.47.169.98,IP Address,Salityv3,SALTY SPIDER,--,--
shgoini.com,Domain,Remcos,--,--,--
37.46.115.24,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
prtg.northumbra.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
fine-second.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
google-updater.duckdns.org,Domain,AsyncRAT,--,--,--
various-catalogue.gl.at.ply.gg,Domain,njRATLime,--,--,--
120.222.152.206,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
www.qianxin.lat,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
185.244.129.67,IP Address,--,INCENDIARY JACKAL,--,--
194.37.97.172,IP Address,--,INCENDIARY JACKAL,--,--
45.80.149.113,IP Address,--,INCENDIARY JACKAL,--,--
shop.amazon-aws.fr,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
38.55.204.19,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
79.43.167.205,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
176.31.142.221,IP Address,Remcos,--,--,Command & Control (C2)
106.53.187.142,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
shotacon.ddns.net,Domain,NanoCore,--,--,--
118.208.111.249,IP Address,NanoCore,--,--,Command & Control (C2)
61.224.119.107,IP Address,Salityv4,SALTY SPIDER,--,--
216.238.82.203,IP Address,--,--,--,--
outdoor-an.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
doc-view.click,Domain,--,--,--,--
51.77.147.112,IP Address,--,--,--,--
onpage.click,Domain,--,--,--,--
app-cloud.link,Domain,--,--,--,--
35.170.16.17,IP Address,--,--,--,--
216.218.241.58,IP Address,--,--,--,--
45.63.108.47,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
82.221.141.57,IP Address,--,--,--,--
inverifys.com,Domain,--,--,--,--
enternetua.com,Domain,--,--,--,--
lguanet.com,Domain,--,--,--,--
ukvdon.com,Domain,--,--,--,--
acsinua.com,Domain,--,--,--,--
storageinlog.com,Domain,--,--,--,--
courage.interest89.velihango.ru,Domain,TrojanizedDocument,PRIMITIVE BEAR,--,--
137.184.32.219,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
121.36.255.43,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
45.85.117.134,IP Address,Rhadamanthys,--,--,Command & Control (C2)
evilcorp.anondns.net,Domain,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
147.45.79.18,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
81.17.22.42,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
194.87.71.13,IP Address,Remcos,--,--,Command & Control (C2)
117.50.162.183,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
156.232.7.236,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
185.255.114.127,IP Address,Remcos,--,--,Command & Control (C2)
194.87.71.43,IP Address,AmadeyLoader,--,--,Command & Control (C2)
178.236.246.155,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
docloudstorage.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
49.18.84.70,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
45.143.11.4,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
210.56.62.179,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
207.148.99.69,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
education-fragrance.gl.at.ply.gg,Domain,njRAT,--,--,--
86.106.20.179,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
88.241.177.196,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
217.197.107.177,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
86.120.96.16,IP Address,Warzone,--,--,Command & Control (C2)
47.106.89.225,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
112.230.233.242,IP Address,Salityv3,SALTY SPIDER,--,--
gmetrix-58735.portmap.io,Domain,AhMyth,--,--,Actions on Objectives
acehere.duckdns.org,Domain,Quasar,--,--,Actions on Objectives
175.178.0.181,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
clearnimbly.buzz,Domain,--,VICEROY TIGER,--,--
serosionpros.info,Domain,--,VICEROY TIGER,--,--
172.86.75.73,IP Address,Davurl,--,--,Command & Control (C2)
122.51.20.55,IP Address,ChangemeRAT,--,--,Command & Control (C2)
8.141.95.164,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
27.188.166.107,IP Address,Salityv3,SALTY SPIDER,--,--
45.133.174.81,IP Address,Remcos,--,--,Command & Control (C2)
mokordo.zapto.org,Domain,XtremeRAT,--,--,--
mokordo.hopto.org,Domain,XtremeRAT,--,--,--
sheptian-apps.my.id,Domain,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
erdehen.3322.org,Domain,Gh0stRAT,--,--,--
114.46.135.140,IP Address,Salityv3,SALTY SPIDER,--,--
116.24.220.141,IP Address,Salityv3,SALTY SPIDER,--,--
91.92.247.14,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
202.57.209.189,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
154.31.176.162,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
146.70.80.83,IP Address,SolarMarkerBackdoor,--,--,Command & Control (C2)
sad-shadow-91419.pktriot.net,Domain,AsyncRAT,--,--,--
45.32.219.21,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
103.121.94.242,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
38.47.226.69,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
seen-pal.gl.at.ply.gg,Domain,Quasar,--,--,Actions on Objectives
967fk.johnshimkus.com,Domain,TaurusLNK,VENOM SPIDER,--,--
123.60.135.22,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
31.28.169.132,IP Address,Xamalicious,--,--,Installation
emapuzzone.3utilities.com,Domain,AsyncRAT,--,--,--
185.162.10.117,IP Address,TMStealer,--,--,Command & Control (C2) > Actions on Objectives
118.31.118.253,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
tatali-40659.portmap.io,Domain,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
45.140.146.74,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
112.126.80.83,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
www.gov-hr-no-reply.org,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
xupozixoloxisu.ydeepty.com,Domain,PdfCaptchaLure21,--,--,Installation
jahdfkjhk.johnshimkus.com,Domain,TaurusLNK,VENOM SPIDER,--,--
95.181.236.12,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
8.222.147.15,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
194.32.122.82,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
109.248.12.212,IP Address,njRAT,--,--,Command & Control (C2)
89.245.33.102,IP Address,njRAT,--,--,Command & Control (C2)
ahym.ddns.net,Domain,AhMyth,--,--,Actions on Objectives
185.247.226.188,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
nickdns26.duckdns.org,Domain,NanoCore,--,--,--
154.53.166.209,IP Address,AsyncRAT,--,--,Command & Control (C2)
185.219.84.201,IP Address,AsyncRAT,--,--,Command & Control (C2)
110.34.30.9,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
18.134.98.94,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
buassinnndm.net,Domain,DarkGate,--,--,Actions on Objectives
176.32.35.104,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
202.239.26.193,IP Address,AsyncRAT,--,--,Command & Control (C2)
16.163.149.10,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
9826f276608.johnshimkus.com,Domain,TaurusLNK,VENOM SPIDER,--,--
193.222.96.156,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
188.215.235.115,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
gjhfhgdg.insane.wang,Domain,Quasar,--,--,Actions on Objectives
194.15.216.196,IP Address,SolarMarkerBackdoor,--,--,Command & Control (C2)
91.92.243.161,IP Address,Meterpreter,--,--,Command & Control (C2)
69.163.43.103,IP Address,SystemBC,--,--,Command & Control (C2)
188.122.248.101,IP Address,Salityv4,SALTY SPIDER,--,--
topclubfond.com,Domain,CobaltStrike,WANDERING SPIDER,--,Delivery > Command & Control (C2)
mf8913687.ddns.net,Domain,Remcos,--,--,--
49.12.116.63,IP Address,VidarStealer,--,--,Delivery > Command & Control (C2) > Actions on Objectives
95.217.240.152,IP Address,VidarStealer,--,--,Delivery > Command & Control (C2) > Actions on Objectives
194.48.251.225,IP Address,Rhadamanthys,--,--,Command & Control (C2)
79.43.94.52,IP Address,Salityv3,SALTY SPIDER,--,--
kastroo.ga,Domain,Pony,--,--,--
118.25.182.25,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
147.45.68.14,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
185.209.30.112,IP Address,Rhadamanthys,--,--,Command & Control (C2)
185.117.118.21,IP Address,LockBitBLACK,--,--,Command & Control (C2) > Actions on Objectives
81.177.141.88,IP Address,TrickBot,WIZARD SPIDER,--,Command & Control (C2)
91.200.102.218,IP Address,TrickBot,WIZARD SPIDER,--,Command & Control (C2)
69.12.67.59,IP Address,TrickBot,WIZARD SPIDER,--,Command & Control (C2)
199.201.70.210,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
61.223.113.231,IP Address,Salityv3,SALTY SPIDER,--,--
118.25.177.145,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
45.14.245.215,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
statbrwsr.digital,Domain,FriezerCryptoStealer,--,--,Actions on Objectives
service-jby1ivts-1324864909.hk.tencentapigw.cn,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
122.51.106.228,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
129.204.201.114,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
172.86.122.180,IP Address,BeaverTail,--,--,--
besthulutv.com,Domain,--,--,--,--
windowsserverfebarch.duckdns.org,Domain,Remcos,--,--,--
supportservers.org,Domain,--,--,--,--
trustgateway.org,Domain,--,--,--,--
91.202.233.199,IP Address,TMStealer,--,--,Command & Control (C2) > Actions on Objectives
181.188.48.148,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
51.12.48.230,IP Address,AsyncRAT,--,--,Command & Control (C2)
124.156.170.222,IP Address,ChangemeRAT,--,--,Command & Control (C2)
149.104.26.184,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
grinbush.duckdns.org,Domain,Remcos,--,--,--
prankstershhs-33660.portmap.host,Domain,SpyMax,--,--,--
vhghbvgdd-45009.portmap.host,Domain,SpyMax,--,--,--
21hjgt71f.sharedomain.top,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
47.109.137.235,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
gw.network-gateways.net,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
218.166.104.36,IP Address,Salityv3,SALTY SPIDER,--,--
socchauaa.theworkpc.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
27.188.167.158,IP Address,Salityv3,SALTY SPIDER,--,--
139.99.17.247,IP Address,Davurl,--,--,Command & Control (C2)
46.246.8.94,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
tripinoche.strangled.net,Domain,Netwire,--,--,--
193.233.132.11,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
js1.frp.node.swei.site,Domain,Quasar,--,--,Actions on Objectives
222.187.232.213,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
117.78.2.125,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
www.zuckdgreb.duckdns.org,Domain,Remcos,--,--,--
famonepagazi.sunuf.co.za,Domain,PdfCaptchaLure21,--,--,Installation
172.232.173.59,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
yh.hustlernewyorkstripclub.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
uj.hustlernewyorkstripclub.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
tg.hustlernewyorkstripclub.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
jalujuliwavu.oalroax.com,Domain,PdfCaptchaLure21,--,--,Installation
beta.rapid7-dnssrv.cc,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
103.214.147.14.webcamcn.xyz,Domain,ChangemeRAT,--,--,Command & Control (C2)
45.249.93.15,IP Address,ChangemeRAT,--,--,Command & Control (C2)
118.107.41.26,IP Address,AsyncRAT,--,--,Command & Control (C2)
milistore.cyou,Domain,ChangemeRAT,--,--,Command & Control (C2)
172.247.189.203,IP Address,AsyncRAT,--,--,Command & Control (C2)
160.124.255.37,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
bladecj.ddnsfree.com,Domain,Quasar,--,--,Actions on Objectives
45.141.87.76,IP Address,MiniPythonConnectBackShell,--,--,Command & Control (C2) > Actions on Objectives
95.181.237.44,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
4.185.137.132,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
write-findings.gl.at.ply.gg,Domain,Quasar,--,--,Actions on Objectives
147.78.103.158,IP Address,Rhadamanthys,--,--,Command & Control (C2)
213.109.202.108,IP Address,Octo,--,--,Command & Control (C2)
www.xsback.top,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
198.44.184.92,IP Address,Salityv3,SALTY SPIDER,--,--
cdn.3qweraa.beauty,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
147.78.103.175,IP Address,AsyncRAT,--,--,Command & Control (C2)
95.181.233.7,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
cdn.ttxshappytowns.cfd,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
gentleisagoodman.duckdns.org,Domain,Adwind,--,--,--
wizjqpi1.azureedge.net,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
learning-se.gl.at.ply.gg,Domain,njRAT,--,--,--
jblebgokok.ddns.net,Domain,Quasar,--,--,Actions on Objectives
109.201.233.203,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
mygoogleupdate.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
czarnuszek123-23565.portmap.host,Domain,Quasar,--,--,Actions on Objectives
8.218.97.238,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
185.125.50.38,IP Address,Rhadamanthys,--,--,Command & Control (C2)
94.156.8.65,IP Address,AsyncRAT,--,--,Command & Control (C2)
38.207.178.141,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
cityboyz-54932.portmap.host,Domain,Quasar,--,--,Actions on Objectives
agam65.ddns.net,Domain,"AhMyth, Loda",--,--,Command & Control (C2) > Actions on Objectives
